embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados,prefiltrado
e5-large,intfloat/multilingual-e5-large,11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?," No, por la ley peruana no puedes ser obligado a pagar una propina o un adicional al precio de la carta en un restaurante. En los precios que exhiben sus productos o servicios, el proveedor debe incluir los tributos, comisiones y cargos aplicables (Artículo 4.1). Además, no puedes ser obligado al pago de sumas adicionales al precio fijado (Artículo 4.2). Debe informarse previa, adecuada y oportunamente cualquier recargo adicional, y aceptarlo expresamente el consumidor (Artículo 4.2). En el caso de servicios de hospedaje y hostelería, la lista de precios debe estar en un lugar visible y accesible al usuario (Ver: Resolución N.° 1748-2018/SPC-INDECOPI, Artículo 5.3).

En caso de que esto ocurra, contacta con la autoridad reguladora INDECOPI para informarlo y hacer denuncia en caso necesario.

Fuente:
* Código de Protección y Defensa del Consumidor, Ley N° 29571
* Resolución N.° 1748-2018/SPC-INDECOPI","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.82,3,False
e5-large,intfloat/multilingual-e5-large,12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?," El colegio no puede obligarte a comprar libros de texto nuevos para tus hijos. Tienes derecho legal de adquirir textos escolares usados o de segundo uso, según la Ley N° 29571 y la Ley N° 29694 (Código de Protección y Defensa del Consumidor). Si el colegio te obliga a comprar textos nuevos sin razón pedagógica, puedes denunciarlo ante INDECOPI.",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,1.18,3,False
bge-m3,BAAI/bge-m3,1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"Claro, te explico la diferencia entre una queja y un reclamo:

- **Queja**: Es cuando expresas tu malestar o descontento con algo que no está relacionado directamente con el producto o servicio que compraste. Por ejemplo, si en el supermercado los baños están sucios o algún empleado te trató mal, esto se considera una queja.

- **Reclamo**: Es cuando hay un problema específico con lo que compraste y quieres que la empresa te dé una respuesta formal. Este es el paso que debes seguir si algo no funciona como debería, por ejemplo, si tu televisor no enciende después de haberlo comprado.

En resumen, si tienes problemas con los servicios en general del lugar (queja) o hay un problema específico con lo que adquiriste (reclamo), deberás usar el Libro de Reclamaciones correctamente según sea el caso. Si la empresa no te da una respuesta adecuada a tu reclamo, entonces puedes denunciarla ante INDECOPI.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,8.54,3,False
bge-m3,BAAI/bge-m3,2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes un problema con tu servicio de telefonía móvil, primero debes presentar el reclamo a la empresa operadora del servicio. Aquí te explico cómo hacerlo paso a paso:

1. **Contacta a la Empresa Operadora:** Llama al número de atención al cliente o utiliza su sitio web para iniciar el proceso de reclamo.

2. **Completa los Datos Requeridos:**
   - Ingresa tu dirección de correo electrónico y otros datos de contacto.
   - Describe claramente qué tipo de problema tienes (por ejemplo, si es sobre la calidad del servicio, facturación, etc.).

3. **Detalla el Problema:** Explica con detalle cuál es el problema específico que estás experimentando.

4. **Proporciona Información Adicional:**
   - Indica los datos de tu servicio (nombre de la empresa, tipo de servicio, número del contrato).
   - Asegúrate de proporcionar toda la información necesaria para ayudar a la empresa a entender y resolver el problema.

5. **Recibe Confirmación:** La empresa te enviará un correo electrónico o mensaje de texto confirmando tu reclamo y detallando cómo proceder si necesitas hacer una apelación posteriormente.

Si después de este proceso no obtienes una solución satisfactoria, puedes dirigirte a INDECOPI (Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual) para presentar tu reclamo o queja formal. Ellos pueden intervenir e investigar si consideran que hay un problema grave.

Fuente: Leyes y normas sobre protección al consumidor en Perú, específicamente relacionadas con servicios de telecomunicaciones.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,6.4,3,False
bge-m3,BAAI/bge-m3,3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,"Una reclamación es cuando tienes un problema directo con el producto o servicio que compraste. Por ejemplo, si tu televisor no funciona correctamente después de la compra, puedes escribir al proveedor para decirles que estás insatisfecho y que esperas una solución. Esto se llama hacer un reclamo.

Una denuncia es lo siguiente que haces si el proveedor no te resuelve el problema o si cometieron alguna falta según las leyes del consumidor. En este caso, puedes ir a INDECOPI para pedir ayuda. INDECOPI puede tomar medidas contra la empresa y obligarla a solucionar tu problema.

En resumen, una reclamación es presentada directamente al proveedor mientras que una denuncia es un paso más formal que haces si el reclamo no da resultados.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Resolución SBS N° 04036-2022,3.38,3,False
bge-m3,BAAI/bge-m3,4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Según las reglas establecidas en el Código de Protección al Consumidor, tu contrato de compraventa debe incluir varios elementos importantes para asegurar que todo está claro y justo. Aquí te explico lo que deberías tener:

1. **Datos de las partes**: Debe haber nombres completos y domicilios legales tanto del vendedor como del comprador.

2. **Descripción detallada del departamento**: Esto incluye el número, la ubicación exacta dentro del complejo inmobiliario, y cualquier característica relevante del mismo (como acabados, servicios de alta tecnología, etc.).

3. **Precio total**: El monto exacto que debes pagar por el departamento.

4. **Formas de pago y plazos**: Detalla cómo vas a pagar (por ejemplo, si es con un anticipo o en cuotas) y los plazos establecidos para cada pago.

5. **Plazo y condiciones de entrega del departamento**: Fecha exacta de cuando recibirás el departamento después de que pagas todo, incluyendo las penalidades por incumplimiento (esto es lo que debes hacer si la inmobiliaria no cumple con su parte).

6. **Responsabilidades al vendedor**: El compromiso del vendedor de firmar cualquier documento necesario para asegurar que el departamento te pertenece legalmente.

7. **Documentos a entregar al comprador**:
   - Si es un departamento en construcción: debes recibir información como la aprobación municipal del proyecto y planos detallados.
   - Si ya está terminado, necesitas copias de los documentos legales que demuestran tu propiedad (como partida registral) y planos de servicios.

8. **Mecanismos para resolver problemas**: Debe haber un procedimiento en caso de discusiones o disputas sobre el contrato.

Recuerda pedir todo este documento antes de firmar cualquier cosa, y es importante que entiendas completamente cada punto antes de aceptarlo. Si tienes dudas, busca ayuda legal.

Fuente: Ley N° 29571 (Código de Protección al Consumidor) - Artículo 78","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Código de Protección y Defensa del Consumidor | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,7.83,3,False
bge-m3,BAAI/bge-m3,5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes ese derecho según la ley. Si tienes un préstamo con cuotas mensuales, puedes decidir pagar parte o todo lo que te deben antes de la fecha límite sin que el banco te cobre penalizaciones por hacerlo. Esto ayuda a reducir los intereses acumulados.

Aquí cómo proceder:
1. Contacta al banco: Habla directamente con tu entidad bancaria para informarles que deseas hacer un pago anticipado.
2. Verifica detalles: Asegúrate de entender cuánto te saldría la cancelación temprana y qué cobros, si los hay, aplican.
3. Realiza el pago: Envía el dinero según las indicaciones del banco (en su cuenta o a través de transferencias).
4. Solicita confirmación: Después de pagar, pide al banco que te envíe un resumen detallado del estado actual de tu préstamo para verificar que tus intereses hayan disminuido como esperas.

Recuerda que el banco no puede establecer una fecha específica para hacer este pago ni cobrar porcentajes extra por decidir pagar antes. Si crees que te están pidiendo más de lo debido, puedes acudir a INDECOPI para denunciar cualquier abuso en los términos del contrato.

Fuente: Artículo 86 del Código de Protección y Defensa del Consumidor (Ley N° 29571).","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,5.18,3,False
bge-m3,BAAI/bge-m3,6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"No puedes solicitar una indemnización directamente a través del Libro de Reclamaciones ni a INDECOPI. Estas instancias sirven para quejas iniciales y sanciones administrativas, pero no tienen la capacidad de ordenar pagos por daños económicos, físicos o emocionales.

Si sufres daños significativos debido a un producto defectuoso o servicio malo, debes buscar ayuda legal. Esto implica contratar a un abogado para iniciar una demanda civil en el Poder Judicial. Ellos pueden ayudarte a obtener la compensación que necesitas por las pérdidas sufridas.

INDECOPI puede hacer que se resarza lo pagado o cambie el producto, pero no cubre daños más serios como lucro cesante, daño emergente, daño moral, o lesiones personales. Para esos casos, debes recurrir a un abogado y presentar una demanda civil.

Fuentes: Ley N° 29571 - Código de Protección y Defensa del Consumidor.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Decreto Supremo N° 011-2011-PCM | Guía de procedimientos INDECOPI - Reclamos y Denuncias | Resolución Final N° 016-2022/CPC-INDECOPI-PUN,3.96,3,False
bge-m3,BAAI/bge-m3,7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No pueden negarte el cambio de la prenda si presenta defectos como roturas o problemas de calidad. Según las normas del Código de Protección y Defensa del Consumidor (Artículo 97), tienes derecho a que te reparen o cambien el producto si no cumple con lo esperado, especialmente por deficiencias en su fabricación o estructura.

Aquí cómo proceder paso a paso:

1. **Revisa la garantía**: Asegúrate de verificar la política de cambios y devoluciones del establecimiento donde compraste la ropa.
2. **Documenta el problema**: Toma fotos del producto para evidenciar los defectos como roturas o mala calidad.
3. **Acércate al vendedor**: Informa amablemente al vendedor sobre el problema con tu compra y solicita un cambio según tus derechos como consumidor.
4. **Demuestra el problema**: Muestra las fotos que tomaste para demostrar los defectos de la prenda.
5. **Solicita el cambio**: Si no te dan solución, insiste en el derecho al cambio del artículo.

Si sigues sin obtener resultados, puedes presentar una denuncia ante INDECOPI. Recuerda llevar todos los documentos y pruebas necesarias para tu caso.

Fuente: Código de Protección y Defensa del Consumidor (Ley N° 29571).","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,5.13,3,False
bge-m3,BAAI/bge-m3,8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"Según las reglas que rigen la emisión de tarjetas de crédito en Perú, el banco debe informarte sobre cualquier costo asociado a tu tarjeta antes de que te la otorguen. Esto incluye detalles como cuándo podrían cobrarte por una nueva tarjeta si pierdes la original o si necesitas una tarjeta adicional.

Si alguna vez te cobran algo y no estás seguro, puedes revisar el Tarifario del banco (un documento donde detallan todos los posibles cargos) para entender cuáles son las situaciones en que podrían hacerlo. Si crees que un cargo no es justo o no fue bien explicado antes, debes comunicarte con la entidad financiera de inmediato para aclararlo.

Si el banco no te informó correctamente y has pagado una tarifa por error, deberías poner una reclamación formal ante INDECOPI. Estos son los pasos básicos que puedes seguir:

1. Comunícate directamente con tu banco para tratar de resolver la situación.
2. Si el problema persiste, envía una carta a INDECOPI con todos los detalles del caso y los documentos que respalden tu reclamación (recibos, cartas anteriores al banco).
3. Espera la respuesta de INDECOPI, quien puede investigar y tomar medidas correctivas contra el banco si procede.

Recuerda siempre mantener registros claros y detallados de todas las comunicaciones con tu entidad financiera para tener pruebas en caso de que tengas que apelar a una entidad reguladora como INDECOPI.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Cartilla informativa sobre Tarjetas de Crédito,5.8,3,False
bge-m3,BAAI/bge-m3,9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital debe tener un Libro de Reclamaciones. Este puede ser físico pero generalmente es virtual para este tipo de negocios. Si quieres hacer una queja o reclamo, debes buscar cómo acceder a este libro en la página web del negocio o en su aplicación móvil. El dueño del negocio tiene que ayudarte y facilitar el proceso si tú lo pides.

Si necesitas presentar un reclamo:

1. Busca el Libro de Reclamaciones virtual en la página web o aplicación del negocio.
2. Si no puedes encontrarlo, pregunta al servicio al cliente cómo hacerlo.
3. Escribe tu queja o reclamo con todos los detalles posibles.
4. El negocio tiene que ayudarte a completar correctamente este proceso.

Si el negocio no te ayuda o no tiene el Libro de Reclamaciones disponible, puedes reportarlo a INDECOPI para que lo investiguen.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.47,3,False
bge-m3,BAAI/bge-m3,10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, los establecimientos no pueden subir el precio o cobrarte una cantidad mayor a la que muestra en la tienda o en su página web. Según la ley, deben mostrar claramente y de manera fácilmente perceptible el precio total del producto o servicio, incluyendo impuestos y cargos adicionales que puedan aplicarse.

Si ves un precio específico, eso es lo que deberías pagar. Si luego te quieren cobrar más, tienes derecho a negarte a pagar ese monto adicional y reclamar ante INDECOPI si consideras que tus derechos han sido violados.

Pasos prácticos:
1. Anota el precio mostrado en la tienda o página web.
2. Si se te intenta cobrar más, pide explicaciones claras del por qué.
3. Si no estás conforme, no pagues la cantidad extra y contacta a INDECOPI para presentar tu queja.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,3.86,3,False
bge-m3,BAAI/bge-m3,11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"No, no te pueden obligar a pagar una propina ni un monto adicional al precio que está en la carta. Si el precio ya incluye todo lo que te brindan como servicio, no puedes ser forzado a dar más dinero encima. La ley protege contra este tipo de prácticas y exige que los precios sean claros y justos para todos los clientes.

Si notas algo irregular en un restaurante, deberías:

1. Pedir explicaciones claramente sobre por qué se te está cobrando una propina adicional o un monto superior al precio de la carta.
2. Si no estás conforme, puedes optar por no pagar lo que consideras es un cargo injusto.
3. Luego de esto, si el problema persiste, puedes denunciarlo a INDECOPI para que ellos investiguen y actúen en tu favor.

Recuerda siempre tener pruebas como facturas o fotos del menú con los precios en caso de necesitarlas más adelante.

Fuente: Ley N° 29571 - Código de Protección y Defensa del Consumidor.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Anexos de la Resolución SBS N° 3274-2017 | Anexos de la Resolución SBS N° 3274-2017,4.12,3,False
