id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,La propina es voluntaria y no puede ser obligatoria | No se puede obligar a pagar adicionales al precio de carta | Cualquier adicional debe ser informado previamente y aceptado expresamente por el cliente,,,La respuesta del chatbot es correcta y llega a la misma conclusión que la referencia. Cubre los conceptos clave de la voluntariedad de la propina y la necesidad de informar y aceptar expresamente cualquier cargo adicional.,1.27,3
12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,prohibición de obligación de compra de libros nuevos | prácticas abusivas e ilegales | Ley N° 29694 | contacto con INDECOPI para reclamos,los textos escolares pueden ser reutilizados o de segunda mano,,"La respuesta del chatbot llega a la misma conclusión práctica que la referencia, identificando correctamente la ley aplicable y la institución a contactar para reclamos, sin errores ni alucinaciones.",1.45,3
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,diferencia entre queja y reclamo | queja sobre trato al cliente o instalaciones | reclamo sobre deficiencia del producto o servicio | ejemplos claros para ambos conceptos,,,"La respuesta del chatbot explica correctamente la diferencia fundamental entre queja y reclamo con ejemplos claros y pertinentes, alineándose completamente con la respuesta de referencia y añadiendo información adicional útil y correcta.",9.37,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,contactar a la empresa prestadora del servicio,interponer una denuncia ante INDECOPI si no estás satisfecho con la respuesta de la empresa,,"La respuesta del chatbot acierta en el primer paso (contactar a la empresa operadora) y brinda información adicional útil, pero omite por completo mencionar a INDECOPI como la entidad a la que se debe interponer una denuncia si los derechos del consumidor no son satisfechos, desviando al ciudadano hacia OSIPTEL.",5.62,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,Reclamo es disconformidad con el proveedor | Reclamo se realiza a través del Libro de Reclamaciones | Denuncia es una solicitud a INDECOPI | Denuncia busca la intervención de INDECOPI para sancionar al proveedor | El reclamo debe realizarse antes de la denuncia,,,"La respuesta del chatbot explica de forma clara y con un ejemplo pertinente la diferencia entre reclamo y denuncia, abarcando los conceptos clave como las entidades involucradas y la secuencia correcta de acciones, sin errores ni omisiones importantes.",4.42,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,2,correcto,"Datos del vendedor y comprador | Detalles del inmueble (área, ubicación, características) | Precio exacto del departamento | Forma y plazos de pago | Plazos de entrega | Penalidades por incumplimiento | Mecanismos de resolución de disputas",Explícita mención de que los datos contractuales deben coincidir con la publicidad u ofrecimientos previos,,"La respuesta del chatbot es muy completa, precisa y detalla los elementos esenciales que deben figurar en el contrato de compraventa, abarcando todos los conceptos clave de la referencia y añadiendo información útil y consejos prácticos. La referencia al artículo 78 de la Ley N° 29571 es correcta y pertinente.",7.41,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,Derecho a pagar por adelantado préstamos/créditos | Sin penalización/cargos adicionales por prepago | Ayuda a reducir el monto total de intereses | Posibilidad de denunciar cobros indebidos (INDECOPI) | Fuente legal correcta (Código de Protección y Defensa del Consumidor),La ley peruana establece que el prepago debe imputarse al capital del crédito.,La afirmación de que el pago se aplica 'normalmente primero a los intereses y luego al capital' para un prepago es incorrecta; la ley peruana estipula que el prepago debe imputarse al capital.,"El chatbot identifica correctamente el derecho a pagar por adelantado y sus beneficios, así como la prohibición de penalidades. Sin embargo, contiene una imprecisión significativa en el paso 4 sobre la aplicación del prepago, al afirmar que se aplica primero a intereses y luego a capital, lo cual contradice la ley peruana (Art. 81 del Código de Protección y Defensa del Consumidor) que establece que el prepago debe imputarse al capital del crédito.",4.94,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No se puede solicitar indemnización por daños a través del Libro de Reclamaciones | No se puede solicitar indemnización por daños a través de INDECOPI | La indemnización por daños debe solicitarse ante el Poder Judicial | La vía para solicitar indemnización es una demanda/juicio ordinario,,,"El chatbot llega a la misma conclusión práctica correcta que la referencia ('No') y cubre todos los conceptos clave sobre dónde no se puede solicitar y dónde sí (Poder Judicial). Además, añade detalles correctos y útiles sobre las limitaciones de INDECOPI y tipos de daños.",4.04,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,Negación del cambio por defectos o mala calidad (respuesta 'No') | Derecho del consumidor a cambio/devolución por producto defectuoso | Comunicación con el vendedor | Presentación de reclamación formal | Contacto con INDECOPI | Importancia de comprobante de compra y evidencia del defecto,,,"La respuesta del chatbot llega a la misma conclusión correcta ('No') y cubre el concepto clave sobre productos defectuosos, además de añadir pasos útiles y precisos para el consumidor, incluyendo la referencia a INDECOPI, sin errores ni alucinaciones.",5.64,3
8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,2,correcto,"prohibición de cobrar comisiones sin aviso previo | obligación del banco de notificar cualquier nuevo cargo | derecho del consumidor a reclamar | pasos para realizar un reclamo (comunicación con banco, INDECOPI) | Código de Protección y Defensa del Consumidor, Ley N° 29571",,,"La respuesta del chatbot llega a la misma conclusión correcta que la referencia y explica la prohibición de cobrar sin aviso. Además, añade información pertinente y precisa sobre cómo proceder con un reclamo y cita correctamente la ley aplicable, sin presentar errores o alucinaciones.",5.28,3
9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,Obligatoriedad de libro de reclamaciones para negocios digitales | Libro de reclamaciones virtual | Disponibilidad para el consumidor | Necesidad de ayuda del proveedor para el registro | Reporte a INDECOPI por negativa de acceso o ayuda,Tiene las mismas características que un libro de reclamaciones físico,,"La respuesta del chatbot llega a la misma conclusión práctica que la referencia, afirmando correctamente la obligatoriedad del libro de reclamaciones virtual para negocios digitales. Además, añade información útil y correcta sobre los pasos a seguir y la posibilidad de reportar a INDECOPI.",3.16,3
10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,"prohibición de aumento o sobreprecio al precio exhibido | obligación de mostrar el precio final y completo | necesidad de informar claramente sobre recargos o pagos adicionales | pasos a seguir si se intenta cobrar más (rechazar, registrar, denunciar a INDECOPI) | fundamento legal (Código de Protección y Defensa del Consumidor)",,,"La respuesta del chatbot llega a la misma conclusión práctica que la referencia y cubre todos los conceptos clave de manera precisa. Además, proporciona información adicional útil y correcta sobre los pasos a seguir y la base legal, sin errores o alucinaciones.",4.57,3
11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,propina voluntaria | información previa y clara de recargos/adicionales | negativa a pagar si no se informó antes del consumo | presentación de queja ante INDECOPI,,,"La respuesta del chatbot llega a la misma conclusión práctica y cubre todos los conceptos clave de la referencia, además de añadir información útil y correcta sobre cómo actuar y ante quién reclamar.",4.61,3
12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,No se puede obligar a comprar libros de texto nuevos | Derecho a usar libros de segunda mano/reutilizados | Prohibido por ley (Ley N° 29571) | INDECOPI es la autoridad a la que se puede acudir,,"La afirmación de que el artículo 2 de la Ley N° 29571 (Código de Protección y Defensa del Consumidor) regula específicamente los textos escolares es imprecisa. El artículo 2 define el ámbito de aplicación de la ley, no el detalle de la regulación de los textos escolares.","La respuesta del chatbot llega a la misma conclusión práctica que la referencia y cubre los conceptos clave. A pesar de una imprecisión menor sobre el artículo específico de la ley, la información principal (Ley N° 29571, derecho a libros de segunda mano, INDECOPI) es correcta y orienta adecuadamente al ciudadano, sin errores graves ni alucinaciones que cambien el sentido.",2.87,3
1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,1,parcial,Reclamo sobre problemas o deficiencias en el producto o servicio adquirido | Queja sobre malestar o descontento con la atención recibida o el trato,Las quejas también se registran en el Libro de Reclamaciones,,"La respuesta define correctamente la diferencia entre queja y reclamo, pero omite que las quejas también se registran en el Libro de Reclamaciones, sugiriendo que solo los reclamos se tramitan por esa vía.",6.93,3
2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,"Reclamar primero a la empresa operadora/prestadora del servicio | La empresa debe brindar canales para el reclamo (teléfono, web, oficina)",Interponer una denuncia ante INDECOPI si la respuesta de la empresa no satisface al consumidor,,"La respuesta del chatbot es correcta al identificar que el reclamo inicial debe hacerse a la empresa operadora y detalla los canales. No obstante, omite un paso crucial: la posibilidad de escalar el reclamo ante INDECOPI si la empresa no satisface los derechos del consumidor, lo que la hace parcial.",3.15,3
3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,La denuncia es un paso posterior al reclamo | La denuncia se presenta ante INDECOPI | La denuncia busca una sanción o multa económica para la empresa | La denuncia puede incluir medidas correctivas | La denuncia es por una infracción al Código de Protección y Defensa del Consumidor | El reclamo es el paso inicial que se presenta a la empresa | La denuncia es un proceso separado del reclamo,El reclamo se formaliza a través del Libro de Reclamaciones | El reclamo es una muestra de disconformidad del consumidor,El paso 'informarle a la empresa que vas a presentar una denuncia' no es un requisito formal del procedimiento de denuncia.,"La respuesta del chatbot explica correctamente la diferencia fundamental entre un reclamo (paso inicial ante la empresa) y una denuncia (paso posterior ante INDECOPI buscando sanción), cubriendo los conceptos clave y la secuencia, a pesar de una imprecisión menor en los pasos de la denuncia y la omisión del 'Libro de Reclamaciones' como mecanismo del reclamo.",2.34,3
4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,2,correcto,"Identificación del proveedor y consumidor | Domicilios legales de las partes | Identificación del inmueble (departamento) | Área exclusiva y común, medidas perimétricas, acabados y características del inmueble | Precio de venta del inmueble | Forma de pago y plazo | Plazo, fecha y condiciones de entrega del inmueble | Penalidades por incumplimiento | Mecanismos para solucionar controversias | Lenguaje accesible y entrega de documentación antes de la firma",,,"La respuesta del chatbot es muy completa y detallada, abarcando todos los puntos clave de la referencia y añadiendo información adicional relevante y correcta que orienta excelentemente al ciudadano sobre los contenidos de un contrato de compraventa inmobiliaria.",3.01,3
5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",2,correcto,derecho a pagar por adelantado préstamos | sin penalidades ni cobros adicionales | referencia al Artículo 86 del Código de Protección y Defensa del Consumidor | pago anticipado total o parcial | recurso a INDECOPI en caso de problemas,,,"La respuesta del chatbot es correcta y exhaustiva, afirmando el derecho del consumidor y respaldándolo con el artículo 86 del Código de Protección y Defensa del Consumidor. Además, ofrece pasos prácticos y un recurso de apoyo (INDECOPI), lo que supera la información de la referencia sin introducir errores.",2.56,3
6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,"No se puede pedir indemnización por daños y perjuicios vía Libro de Reclamaciones o INDECOPI | La indemnización debe tramitarse ante el Poder Judicial | Se necesita un proceso judicial ordinario para indemnización | INDECOPI puede dictar medidas correctivas (ej. devolución de dinero o cambio de producto) | INDECOPI no puede ordenar indemnizaciones por daños y perjuicios | La indemnización integral cubre conceptos como lucro cesante, daño emergente, daño moral",,,"El chatbot responde correctamente ""No"" y explica que la indemnización por daños y perjuicios se tramita mediante un proceso judicial ordinario ante el Poder Judicial, diferenciándolo de las medidas correctivas que puede ordenar INDECOPI. Aporta detalles correctos y relevantes.",2.67,3
7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,0,incorrecto,No pueden negarse | Ayuda en INDECOPI | Ley N° 29571 (Código de Protección y Defensa del Consumidor),"El producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron | Están obligados a restituir un nuevo producto | Contexto de defecto de calidad inicial de un producto comprado",La interpretación de que los defectos son 'relacionados con la reparación que se le hizo' cuando la pregunta del ciudadano se refiere a una prenda 'que compré' con roturas o mala calidad inicial.,"Aunque el chatbot acierta en la negación inicial ('No, no pueden negarse a cambiarla'), su justificación y la solución que ofrece están basadas en una fundamental mala interpretación de la pregunta. El chatbot asume que el defecto es posterior a una reparación y propone una 're-reparación', en lugar de abordar el escenario de un producto nuevo con defectos de calidad inicial que ameritaría la restitución de uno nuevo, como indica la referencia.",2.49,3
8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,2,correcto,"prohibición de cobrar comisiones sin aviso | obligación del banco de notificar previamente | pasos para reclamar (revisar comunicaciones, contactar al banco, denunciar a INDECOPI)",,,"La respuesta del chatbot llega a la misma conclusión práctica que la referencia y cubre los conceptos clave sobre la prohibición de cobros sin aviso, además de ofrecer pasos adicionales correctos para el ciudadano.",2.1,3
9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,"Obligatoriedad del libro de reclamaciones para negocios digitales | Naturaleza virtual del libro de reclamaciones para negocios digitales | Distinción entre reclamos y quejas | Plazo máximo de respuesta (15 días hábiles) | Fundamento normativo (Código de Protección y Defensa del Consumidor, Ley N° 31435)",,,"La respuesta del chatbot es completamente correcta, llega a la misma conclusión práctica que la referencia y añade detalles relevantes y precisos (como la distinción entre reclamos y quejas, la Ley N° 31435 y el plazo de respuesta) sin errores ni alucinaciones. Aunque no menciona explícitamente 'mismas características', lo cubre con la descripción funcional del libro virtual.",3.38,3
10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,1,parcial,prohibición de cobro de sumas o recargos adicionales | deber del proveedor de informar sobre recargos adicionales,,"El chatbot cita el 'Artículo 4.2 del Código de Protección y Defensa del Consumidor' como la base legal para la prohibición de cobros adicionales, cuando este artículo no establece específicamente dicha prohibición, sino que aborda el deber de idoneidad y calidad. La prohibición y el deber de informar sobre precios se encuentran en otros artículos del mismo código, como el Artículo 30 y 1A.","La respuesta del chatbot es correcta en su conclusión principal y cubre los conceptos clave de la referencia. Sin embargo, incurre en una alucinación al citar un artículo específico del Código de Protección y Defensa del Consumidor de manera incorrecta para sustentar la prohibición, lo que penaliza su puntaje.",2.43,3
11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,No se puede obligar al pago de propina o recargos adicionales al precio fijado | Los cargos adicionales deben tener justificación clara y previa | Se puede reclamar ante INDECOPI,,"Atribución del principio de no obligatoriedad de pagos adicionales al 'Artículo 4.2' del Código de Protección y Defensa del Consumidor, cuando es un principio general o derivado del Artículo 5 sobre precios.",El chatbot llega a la misma conclusión práctica que la referencia (no se puede obligar a pagar) y cubre los conceptos clave sobre la no obligatoriedad de pagos adicionales y la necesidad de información previa. La atribución del artículo es una imprecisión menor que no altera la conclusión ni la orientación al ciudadano.,2.48,3
12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,"Prohibición de obligar a comprar textos escolares nuevos | Posibilidad de usar textos escolares de segundo uso/reutilizados | Base legal (Código de Protección y Defensa del Consumidor, Ley N° 29571) | Acciones prácticas para los padres | Promoción de bancos de libros por el Ministerio de Educación",,,"El chatbot llega a la misma conclusión práctica correcta ('No'), cubre los conceptos clave de la referencia y proporciona información adicional precisa y útil para el ciudadano, sin errores graves que alteren la validez de la respuesta. La referencia al 'artículo 2.1' es una imprecisión menor sobre el artículo específico, pero no invalida la prohibición que correctamente atribuye a la Ley N° 29571.",2.89,3
