id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,propina es voluntaria | no se puede obligar a pagar adicional al precio de carta | recargos o sumas adicionales deben ser informados previamente | consentimiento expreso del consumidor para servicios adicionales,,,"El chatbot llega a la misma conclusión correcta ('No') y explica que la propina es voluntaria y que los recargos adicionales deben ser informados previamente y contar con el consentimiento del consumidor, cubriendo los puntos clave de la referencia.",1.07,3
12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,No obligación de comprar libros nuevos | Derecho a usar libros de segunda mano/reutilizables | Ley que protege a los consumidores/promueve reutilización,,,"La respuesta del chatbot llega a la misma conclusión práctica y cubre los conceptos clave sobre la no obligatoriedad de comprar libros nuevos y el derecho a usar libros de segunda mano, citando correctamente la ley N° 29694. Aunque no usa explícitamente la palabra 'sancionado', el resto de la información es precisa y completa.",1.3,3
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,"diferencia entre queja y reclamo | definición de queja (servicio, trato) | definición de reclamo (producto, servicio principal)",,,"La respuesta del chatbot explica correctamente la diferencia entre queja y reclamo, utilizando ejemplos pertinentes y proporcionando información adicional precisa sobre el proceso de reclamo en Perú.",8.36,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,2,correcto,reclamo inicial a la empresa prestadora del servicio | denuncia o apelación ante INDECOPI,,,"La respuesta del chatbot es correcta, llega a la misma conclusión práctica que la referencia y cubre los conceptos clave. Además, proporciona detalles adicionales sobre el proceso de reclamo que son precisos y útiles sin cometer errores o alucinaciones.",7.66,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,1,parcial,"Diferencia entre reclamo y denuncia | Reclamo como disconformidad directa con la empresa | Uso del Libro de Reclamaciones para el reclamo | Denuncia como acción ante INDECOPI para sancionar al proveedor | Orden: primero reclamo, luego denuncia",,El nombre completo de INDECOPI: 'Instituto Nacional de Defensa de las Telecomunicaciones y Protección del Consumidor' es incorrecto. El nombre correcto es 'Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual'.,"La respuesta del chatbot explica correctamente la diferencia y el orden procesal entre un reclamo y una denuncia. Sin embargo, incurre en una alucinación al proporcionar un nombre incorrecto para INDECOPI, lo cual penaliza su puntuación según los criterios.",4.74,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,2,correcto,datos y condiciones de la venta | área del inmueble | precio exacto | forma y plazos de pago | penalidades | forma de resolver controversias,,,"La respuesta del chatbot es exhaustiva y precisa, cubriendo todos los puntos clave de la referencia y añadiendo información adicional relevante y correcta que beneficia al ciudadano, como detalles específicos del inmueble y condiciones según el estado de la construcción.",9.05,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",2,correcto,derecho a pagar por adelantado | sin penalizaciones | ahorro de intereses | ilegalidad de cobros o restricciones por parte del banco | reclamación ante INDECOPI | Ley N° 29571,,,"El chatbot responde correctamente la pregunta principal y cubre todos los conceptos clave de la referencia, ofreciendo además información útil y precisa sobre el procedimiento, la ilegalidad de ciertas acciones bancarias y la institución de denuncia (INDECOPI).",4.77,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,"No se puede pedir indemnización por daños a través del Libro de Reclamaciones o INDECOPI | INDECOPI y Libro de Reclamaciones resuelven problemas, pero no otorgan indemnización | La indemnización se debe solicitar ante el Poder Judicial | Necesidad de un proceso legal formal (juicio ordinario)",,,"La respuesta del chatbot llega a la misma conclusión negativa que la referencia y explica correctamente que la indemnización debe buscarse en el Poder Judicial, no a través de INDECOPI o el Libro de Reclamaciones.",3.69,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,"No pueden negarse a cambiar una prenda defectuosa | Derecho a pedir un cambio por roturas o mala calidad | Obligación de restituir un nuevo producto (implícito) | Procedimiento para reclamo (documentar, guardar recibo, ir a tienda) | INDECOPI como instancia para quejas | Código de Protección y Defensa del Consumidor, Ley N° 29571",,,"La respuesta del chatbot llega a la misma conclusión que la referencia, negando la posibilidad de rechazar un cambio por defectos. Además, añade información procesal muy relevante y correcta sobre el derecho del consumidor peruano, incluyendo la institución (INDECOPI) y la ley aplicable.",4.19,3
8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,0,incorrecto,obligación de informar sobre costos | reclamo ante INDECOPI | Tarifario,prohibición explícita de cobrar/cambiar comisiones sin aviso previo,,"La pregunta clave es si el banco puede cobrar sin avisar, a lo que la respuesta correcta es 'No'. El chatbot inicia su respuesta con un 'Sí', contradiciendo directamente la respuesta esperada y el criterio de evaluación de respuesta opuesta.",3.12,3
9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,obligatoriedad del libro de reclamaciones para negocios digitales | el libro de reclamaciones para negocios digitales debe ser virtual | procedimiento para presentar un reclamo en el libro virtual | vías de denuncia ante INDECOPI por incumplimiento,el libro de reclamaciones virtual tiene las mismas características que un libro físico,,"La respuesta del chatbot llega a la misma conclusión práctica y cubre los conceptos clave sobre la obligatoriedad y la naturaleza virtual del libro de reclamaciones para negocios digitales. Además, añade información útil y correcta sobre el proceso y las vías de denuncia ante INDECOPI, lo cual es relevante para el ciudadano.",3.84,3
10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,prohibición de aumentar el precio exhibido | obligación de informar claramente sobre cargos adicionales | derecho a negarse a pagar montos no avisados | posibilidad de presentar queja ante INDECOPI | menciona la Ley N° 29571 - Código de Protección y Defensa del Consumidor,,,"La respuesta del chatbot llega a la misma conclusión que la referencia ('No') y cubre todos los conceptos clave, ampliando la información con ejemplos, derechos del consumidor y la institución a la que acudir, sin errores o alucinaciones.",3.85,3
11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,No obligación de pagar propina | No obligación de pagar cargos adicionales no informados | Recargos deben ser informados de forma previa al consumo | Consentimiento explícito para servicios adicionales | Derecho a reclamar ante INDECOPI,,,"La respuesta del chatbot llega a la misma conclusión práctica que la referencia ('No') y cubre todos los conceptos clave, incluyendo la naturaleza voluntaria de la propina y la necesidad de información previa para recargos. Además, ofrece información adicional correcta y útil como los pasos a seguir y la institución competente (INDECOPI).",4.53,3
12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,No pueden obligar a comprar libros nuevos | Los libros pueden ser reutilizados o de segunda mano | Está prohibido y sancionado exigir la compra de libros nuevos | INDECOPI es la institución para presentar quejas | Se menciona la Ley N° 29571 (Código de Protección y Defensa del Consumidor),,,"La respuesta del chatbot es correcta, coincide con la conclusión de la referencia y proporciona información adicional relevante, incluyendo la ley específica y el organismo al que recurrir, sin errores ni alucinaciones.",4.79,3
1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Reclamo: deficiencia en el producto o servicio | Queja: deficiencia en la atención o trato,,,"La respuesta del chatbot define y diferencia correctamente 'queja' y 'reclamo' de manera consistente con la referencia, y añade información adicional precisa y útil sobre el proceso y plazos.",7.31,3
2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,0,incorrecto,El primer contacto debe ser con la empresa operadora del servicio,Interponer una denuncia ante INDECOPI si no se satisfacen los derechos después de la respuesta de la empresa | Distinción clara entre 'reclamo' y 'recurso de apelación' como pasos procesales diferentes,"Uso incorrecto de 'recurso de apelación' como el primer paso para un problema inicial, en lugar de 'reclamo' | Mención vaga y fuera de contexto del 'artículo 65' sin especificar normativa ni su aplicación correcta al reclamo inicial","Aunque el chatbot identifica correctamente a la empresa como primer punto de contacto, describe el paso inicial como un 'recurso de apelación', que es un procedimiento posterior al reclamo, lo cual es incorrecto. Además, omite por completo el recurso a INDECOPI, una institución clave para la defensa del consumidor si la respuesta de la empresa es insatisfactoria.",2.5,3
3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,reclamación para disconformidad con proveedor | reclamo a través del Libro de Reclamaciones | denuncia es un paso posterior a la reclamación | denuncia a INDECOPI por vulneración de derechos | denuncia busca sanción/multa al proveedor,,,"La respuesta del chatbot explica claramente la diferencia entre una reclamación y una denuncia, su propósito, la institución involucrada (INDECOPI) y el orden correcto en que deben presentarse, cubriendo todos los puntos esenciales de la respuesta de referencia de manera precisa y con detalles adicionales correctos.",2.85,3
4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,Identificación de las partes y domicilios | Identificación del inmueble (departamento) | Precio de venta | Forma y plazos de pago | Plazo y condiciones de entrega del inmueble | Penalidades por incumplimiento | Mecanismos para la solución de controversias,La coincidencia de los datos del contrato con las ofertas y ofrecimientos previos en la publicidad o negociaciones,,"La respuesta del chatbot es detallada y correcta en cuanto a los elementos que debe contener el contrato, incluso añadiendo información valiosa. Sin embargo, omite un concepto clave de la respuesta de referencia: la importancia de que el contenido del contrato coincida con las ofertas y publicidad previas, un aspecto fundamental en la protección de los derechos del consumidor.",2.39,3
5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",2,correcto,"Derecho a pagar por adelantado | Pago total o parcial | Sin penalidades ni cobros adicionales | El banco no puede negarse a recibir el pago / no debe condicionar | Aplicación del pago (intereses y gastos devengados primero, luego capital)",,,"La respuesta del chatbot concuerda con la conclusión de la referencia, brindando información adicional relevante y precisa sobre el derecho a pagar por adelantado sin penalidades y los pasos prácticos, lo cual es muy útil para el ciudadano y se alinea con la normativa peruana.",2.86,3
6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No se puede exigir indemnización por daños y perjuicios mediante Libro de Reclamaciones o INDECOPI | INDECOPI no es competente para ordenar indemnizaciones por daños y perjuicios | La indemnización por daños debe tramitarse como juicio ordinario ante el Poder Judicial | INDECOPI solo puede dictar medidas correctivas reparadoras y complementarias,,,"La respuesta del chatbot es correcta y llega a la misma conclusión práctica que la referencia, explicando claramente que INDECOPI y el Libro de Reclamaciones no son la vía para indemnización por daños, y señala el Poder Judicial como la instancia adecuada. Además, incluye información adicional correcta y relevante.",2.99,3
7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,1,parcial,reclamar por derechos | acudir a la tienda | acudir a INDECOPI | llevar documentación/pruebas | Código de Protección y Defensa del Consumidor (Ley N° 29571) | problema de roturas o mala calidad,respuesta directa 'No' (a la pregunta de si pueden negarse) | obligación explícita del proveedor de restituir un nuevo producto,La mención de 'plazos establecidos por la ley pueden ser importantes' es vaga y potencialmente misleading sin mayor contexto específico sobre qué plazos se refiere o en qué situaciones son críticos.,"La respuesta del chatbot es parcial porque omite la respuesta directa 'No' a la pregunta del ciudadano y no establece explícitamente la obligación del proveedor de restituir un nuevo producto, que es el punto central de la respuesta de referencia. Aunque ofrece pasos correctos para el reclamo, no es tan concluyente como la referencia.",2.1,3
8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,0,incorrecto,Obligación de la empresa emisora de informar los costos de la tarjeta y su uso a través del Tarifario,Prohibición de aumentar o cambiar comisiones sin informar previamente al consumidor,La afirmación inicial 'Claro que sí' contradice directamente la normativa peruana que prohíbe cobrar o modificar comisiones sin previo aviso al consumidor.,"El chatbot responde 'Claro que sí' a una pregunta que tiene como respuesta correcta 'No', contradiciendo directamente el principio de protección al consumidor peruano que prohíbe cobros o modificaciones de comisiones sin aviso previo.",1.22,3
9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,2,correcto,Negocios digitales deben tener Libro de Reclamaciones | Libro de Reclamaciones para negocios digitales es virtual | INDECOPI como instancia de recurso | Marco legal de protección al consumidor,,,"La respuesta del chatbot es correcta y llega a la misma conclusión práctica que la referencia, indicando que los negocios digitales deben tener un Libro de Reclamaciones virtual. Además, proporciona información adicional relevante y precisa sobre cómo usarlo y a dónde acudir.",3.83,3
10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,Prohibición de cobrar sumas o recargos adicionales al precio fijado | Excepciones para servicios distintos o adicionales no incluidos en el precio | Responsabilidad del proveedor de informar claramente sobre el precio y recargos | Verificar el precio mostrado | Pedir claridad al proveedor antes de la transacción | Presentar reclamo ante INDECOPI por cobros sin consentimiento,,,"El chatbot llega a la misma conclusión práctica que la referencia ('No, es ilegal') y la enriquece con el artículo legal específico y las excepciones válidas, además de ofrecer pasos claros para el ciudadano, sin cometer errores o alucinaciones.",2.39,3
11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,1,parcial,No se pueden cobrar sumas o recargos adicionales sin previo aviso | La información sobre precios y recargos debe ser visible o comunicada antes de ordenar/consumir | Referencia al Artículo 4.2 del Código de Protección y Defensa del Consumidor | Posibilidad de reclamar ante INDECOPI y los pasos a seguir,"La declaración explícita de que la propina es *siempre* y *únicamente* voluntaria, independientemente de la información previa",,"La respuesta del chatbot es mayormente correcta y muy útil, llegando a la misma conclusión práctica para el ciudadano. Sin embargo, omite el concepto clave de que la propina es inherentemente voluntaria, mezclándola con 'adicionales' cuya obligatoriedad sí depende de la información previa.",2.68,3
12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,No se puede obligar a comprar libros de texto nuevos | Se pueden adquirir textos de segundo uso | El colegio debe promover el intercambio y bancos de libros | Se puede acudir a INDECOPI para asistencia,,"Menciona el artículo 2.1 del Código de Protección y Defensa del Consumidor como la fuente específica para la prohibición de libros nuevos, cuando el artículo pertinente es el 73.","La respuesta del chatbot llega a la misma conclusión práctica que la referencia ('No') y cubre todos los conceptos clave sobre la prohibición de exigir libros nuevos y la posibilidad de usar libros de segunda mano. Además, añade información útil y correcta sobre la promoción de intercambio de libros y la institución a la que acudir, a pesar de una imprecisión menor en la cita del artículo específico de la ley.",2.64,3
