embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados
e5-large,intfloat/multilingual-e5-large,11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"No te pueden obligar a pagar una propina o un adicional sobre el precio que aparece en la carta del restaurante. Si ves un precio para un plato o servicio, ese es el precio total que debes pagar, incluyendo impuestos y cargos necesarios.

Si quieres dejar una propina, puedes hacerlo voluntariamente porque no está incluida como parte obligatoria del pago. Pero si te piden pagar algo adicional por encima de lo que dice la carta, deberían haberte informado antes de este cargo extra y pedir tu aprobación para ello.

Si sientes que han incumplido esto, puedes reportar el caso al INDECOPI para que revisen si hubo alguna falta en tus derechos como consumidor.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,3.08,3
e5-large,intfloat/multilingual-e5-large,12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,"No, tu colegio no puede obligarte a comprar libros de texto nuevos. Según la Ley N° 29571 (Código de Protección y Defensa del Consumidor) y el artículo que mencionas en tu consulta, las instituciones educativas no están permitidas de requerir o sugerir forzosamente que compres textos escolares nuevos o diseñados para un solo uso. Tú tienes el derecho de comprar libros usados si lo prefieres.

Aquí te dejo algunos pasos a seguir:

1. Si te sientes incomodo, primero dialoga con tu colegio y explica que estás en tus derechos según la ley.
2. Si no resuelves el problema con diálogo, puedes presentar una queja ante INDECOPI.
3. Recuerda llevar toda documentación relevante para tu caso.

Si necesitas más ayuda o asesoramiento, los expertos de INDECOPI están listos para ayudarte.

Fuente: Ley N° 29694 y artículo del contexto proporcionado.",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,4.01,3
e5-large,intfloat/multilingual-e5-large,1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"Excelente pregunta! Según lo expuesto en el contexto, hay una gran diferencia entre ambas. Una **queja** se refiere a un malestar o descontento con la atención recibida por parte del proveedor (por ejemplo, personal de seguridad descortés o servicios higiénicos sucios). Mientras que un **reclamo** es una comunicación directa con la empresa para solucionar un problema específico relacionado con el producto o servicio adquirido (por ejemplo, un televisor que no enciende).

Aquí te explico paso a paso qué puedes hacer en práctica:

1. Si tienes un malestar con la atención recibida por parte del proveedor (queja), lo primero es presentar una **queja** al establecimiento comercial. Puedes hacer esto de manera presencial o, si el Libro de Reclamaciones es virtual, a través de la plataforma disponible.
2. Si tienes un problema específico con el producto o servicio adquirido (reclamo), también puedes presentarlo en el Libro de Reclamaciones del proveedor.

Recuerda que, si el proveedor no resuelve tu reclamo o cometió una infracción al Código de Protección y Defensa del Consumidor, puedes solicitar la intervención de INDECOPI con una **denuncia administrativa**, lo cual inicia un procedimiento que puede culminar con sanciones o multas económicas para el proveedor.

Espero que esto te ayude a entender claramente la diferencia entre queja y reclamo en el Libro de Reclamaciones.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,6.88,3
e5-large,intfloat/multilingual-e5-large,2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes problemas con tu servicio de telefonía móvil, como lentitud en la navegación por Internet o comunicaciones entrecortadas, puedes presentar un reclamo ante tu operador. Lo primero que debes hacer es recopilar documentación que respalde tus alegatos. La Constancia de medición de velocidad del servicio de Internet puede ser útil al probar que existen problemas con la prestación del servicio.

Una vez que tienes esta documentación, puedes llenar el formulario de reclamo en la página web o realizarlo por teléfono, según sea más conveniente para ti. Asegúrate de proporcionar todos los detalles necesarios y adjuntar cualquier documento relevante.

Después de presentar tu reclamo, es posible que tengas algunos inconvenientes con tu servicio de telefonía móvil. Si tu reclamo sale a tu favor, el operador debe realizar pruebas de operatividad para tratar de solucionar los problemas en tu servicio dentro del plazo máximo de 10 días hábiles.

Recuerda que solo puedes presentar un reclamo si eres abonado al servicio.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,2.48,3
e5-large,intfloat/multilingual-e5-large,3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,"Una queja es cuando tienes un problema con la atención recibida por parte de un proveedor, pero no está relacionado directamente con el producto o servicio. Por ejemplo, si el personal del establecimiento fue descortés.

Un reclamo es cuando tienes un problema con el producto o servicio mismo. Por ejemplo, si compraste un televisor que no funciona.

Una denuncia es cuando la empresa no resolvió el problema después de un reclamo o cometió una infracción al Código de Protección y Defensa del Consumidor. Es como un paso más para solicitar la intervención de INDECOPI, que puede investigar y imponer sanciones si corresponde.

Puedes hacer lo siguiente para presentar un reclamo:

1. Verifica si el problema es con el producto o servicio mismo (reclamo) o solo con la atención recibida por parte del proveedor (queja).
2. Si es un reclamo, busca el Libro de Reclamaciones físico o virtual del proveedor y presenta tu reclamo.
3. La empresa tiene que darte una respuesta formal.

Y si después de presentar el reclamo la empresa no resolvió el problema o cometió una infracción al Código, entonces puedes presentar una denuncia a INDECOPI.

Recuerda que INDECOPI puede imponer multas y medidas correctivas a las empresas, pero NO puede otorgarte indemnizaciones por daños y perjuicios (eso se resuelve en un proceso judicial civil separado).

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Guía del usuario de la Línea 1 del Metro de Lima y Callao | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.59,3
e5-large,intfloat/multilingual-e5-large,4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Según las normativas vigentes, el contrato de compraventa debe contener varios datos relevantes para ti como consumidor.

1.  **Identificación de las partes:** Encontrarás la identidad del inmobiliario que vende el departamento y tu propia identidad.
2.  **Descripción del inmueble:** El contrato incluirá detalles sobre el departamento, como su ubicación, características físicas (medidas perimétricas, acabados) y características relevantes.
3.  **Precio de venta y forma de pago:** Está claro cómo se determina la cantidad total que debes pagar para adquirir el departamento.

Ten en cuenta los siguientes puntos importantes:

1.  Si parte del precio o el costo total es financiado por el proveedor, el contrato debe contener información detallada sobre intereses, cláusulas penales y cualquier otro gasto adicional.
2.  El pago anticipado o prepago de los saldos no puede estar afecto al cobro de penalidades o multas.

No tienes que preocuparte por la parte legajística de la transacción, ya que el proveedor asume la obligación de redactar el contrato en un lenguaje accesible para ti.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,2.93,3
e5-large,intfloat/multilingual-e5-large,5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes derecho a pagar por adelantado tus préstamos con el banco. Esto se llama ""pago anticipado"" o ""prepago"". Puedes hacerlo de forma total (pagar la totalidad del préstamo) o parcial (pagar una parte del préstamo).

Aquí te explico los pasos a seguir:

1. Verifica si tienes el derecho de pago anticipado en tu contrato de préstamo. Si no estás seguro, puedes contactar con el banco para preguntar.
2. Decide cuánto dinero quieres pagar por adelantado y cómo lo vas a hacer (por ejemplo, mediante transferencia bancaria o en efectivo).
3. Informa al banco sobre tu decisión de pagar por adelantado. Es importante que les digas si deseas aplicar el pago como anticipado (para reducir intereses) o como adelanto de cuotas (sin reducir intereses).
4. El banco debería proceder a aplicar el pago según tus indicaciones y entregarte los cronogramas de pago modificados, si lo solicitas.

Recuerda que, en algunos casos, pagar por adelantado puede afectar a tu bono de buen pagador (si tienes uno). Pero en general, este derecho te permite ahorrar dinero en intereses. ¡Espero que esto te ayude!","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.27,3
e5-large,intfloat/multilingual-e5-large,6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"Lo siento, pero no tengo información suficiente en mi base de datos para responder esto con certeza. Sin embargo, puedo decirte lo siguiente:

Si has sufrido daños por un producto o servicio, puedes formular una queja o reclamo en el Libro de Reclamaciones del establecimiento comercial donde compraste. Pero para pedir indemnización o reparación por los daños sufridos, necesitas seguir un proceso judicial separado ante el Poder Judicial.

Aquí hay los pasos prácticos:

1. Formula una queja o reclamo en el Libro de Reclamaciones del establecimiento comercial donde compraste.
2. Recibe una respuesta del establecimiento dentro del plazo establecido (ver artículo 24.1).
3. Si no estás satisfecho con la respuesta, puedes ir al INDECOPI y presentar tu caso para que puedan dictar medidas correctivas reparadoras o complementarias si corresponden.
4. Sin embargo, si deseas pedir indemnización por daños y perjuicios, debes seguir un proceso judicial separado ante el Poder Judicial.

Recuerda que INDECOPI no puede ordenar indemnizaciones civiles como daño emergente, lucro cesante, daño moral o daño a la persona. Eso es competencia exclusiva del Poder Judicial.

**Fuente:** Código de Protección y Defensa del Consumidor, Ley N° 29571, Artículos 152 y 100.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Código de Protección y Defensa del Consumidor | Resolución Final N° 016-2022/CPC-INDECOPI-PUN | Decreto Supremo N° 011-2011-PCM,3.34,3
e5-large,intfloat/multilingual-e5-large,7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"Según el artículo 97 del Código de Protección y Defensa del Consumidor, si tienes una prenda de ropa con defectos de fabricación (roturas o mala calidad) puedes reclamar al proveedor. Aquí te explico los pasos a seguir:

1. Verifica que la prenda tenga roturas o mala calidad, y que no se trate de un daño causado por ti mismo.
2. Comunícate con el proveedor (también puedes ir en persona) y explícales la situación. Muestrales la prenda y explica qué defectos tiene.
3. El proveedor puede ofrecerte una de las siguientes opciones: reparación, reposición o devolución del dinero pagado.
4. Si no estás satisfecho con la respuesta del proveedor, puedes acudir a INDECOPI para que intervenga y te ayude a resolver el problema.

Recuerda que tienes derecho a una reparación, reposición o devolución de dinero en caso de defectos de fabricación en un producto.","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.51,3
e5-large,intfloat/multilingual-e5-large,8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"Si la entidad financiera te envía una factura con un concepto que no habías autorizado previamente, puedes reclamarlo ante el banco. Si estás seguro de que no le pediste al banco emisor esa tarjeta o si tienes dudas, puedes informarle a INDECOPI.

Recuerda que hay casos en los que las entidades financieras sí pueden cobrar por la emisión de una nueva tarjeta, como cuando se reemplaza la anterior por pérdida o deterioro. Pero para estas situaciones, el banco debe haber informado previamente a través del Tarifario sobre estos costos.

Si no estás seguro sobre si alguna comisión fue debidamente informada o si las cosas sucedieron de otra forma, te recomendamos contactar directamente con la entidad financiera. Si crees que fueron cobrados conceptos no autorizados, puedes solicitar información en el sitio web oficial de INDECOPI.

Si necesitas más ayuda, contacta a los abogados especialistas del foro de derechos del consumidor en Perú y a las entidades reguladoras como INDECOPI.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Cartilla informativa sobre Tarjetas de Crédito | Cartilla informativa sobre Tarjetas de Crédito | Resolución SBS N° 3274-2017,2.67,3
e5-large,intfloat/multilingual-e5-large,9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital debe tener un libro de reclamaciones. Según el artículo 150 del Código de Protección y Defensa del Consumidor, las plataformas digitales de comercio electrónico deben contar con un libro de reclamaciones virtual.

Si tienes un problema con una empresa digital, puedes seguir estos pasos:

1. Busca en la página web o plataforma de la empresa el libro de reclamaciones.
2. Lee las instrucciones para registrar tu queja o reclamo.
3. Ingresa tus datos y descripción del problema en el libro de reclamaciones virtual.
4. Si necesitas ayuda, no dudes en contactar al apoyo técnico de la empresa.

Recuerda que el libro de reclamaciones debe estar a disposición de los consumidores en la página web o plataforma de la empresa, y que el proveedor debe brindarte apoyo técnico para registrar tu reclamo de manera adecuada.

(Fuentes: Artículos 150 del Código de Protección y Defensa del Consumidor)","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,2.41,3
e5-large,intfloat/multilingual-e5-large,10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, los proveedores no pueden subir o cobrarle más del precio que muestran en la tienda o página web. Deben indicar el precio total de los productos o servicios, incluyendo tributos, comisiones y cargos aplicables, de manera destacada.

Si un proveedor quiere cobrar un recargo adicional por servicio distinto o adicional (como transporte o instalación), debe informarlo previamente al consumidor, incluir el precio correspondiente a los recargos adicionales y obtener la aceptación expresa del consumidor. 

En resumen, si ves que en una tienda o página web se muestra un precio determinado, no te cobrarán más de eso sin que te lo expliquen y obtengan tu consentimiento.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.16,3
e5-large,intfloat/multilingual-e5-large,11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"No. Según el artículo 4 del Código de Protección y Defensa del Consumidor (no aparece textualmente en el contexto, pero es una ley principal conocida), los consumidores no pueden ser obligados al pago de sumas o recargos adicionales al precio fijado, salvo que se trate de servicios distintos o adicionales. En este caso, la propina o adicional al precio de la carta sí sería un servicio adicional y, por lo tanto, el restaurante debe informarle previamente sobre el precio correspondiente a ese recargo y obtener su aceptación expresa.

En la práctica, esto significa que:

1. Cuando ordenes en un restaurante, debes ver el precio de la carta antes de pedir.
2. Si no ves el precio de la carta o es difícil de leer, puedes preguntar al personal del restaurante dónde está la lista de precios visible y accesible.
3. Si decides pagar con un medio de pago que tenga un recargo (por ejemplo, tarjeta de crédito), asegúrate de que el restaurante te haya informado sobre ese recargo antes de firmar la cuenta o aceptar pagar.

Recuerda que puedes denunciar a INDECOPI si crees que un establecimiento no está cumpliendo con estas reglas.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,3.04,3
e5-large,intfloat/multilingual-e5-large,12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,"No. Según el artículo 2.1 del contexto legal, las instituciones educativas no pueden obligar a los alumnos o a sus padres a adquirir textos escolares nuevos o de primer uso.

Aquí te explico qué puedes hacer:

1. Pide a la institución educativa que justifique por qué necesita que compren libros de texto nuevos.
2. Verifica si la institución tiene alguna política o reglamento interno que permita el intercambio de materiales entre padres y madres, o si tienen un banco de libros donde los niños pueden tomar prestados textos usados.
3. Si sientes que la institución está abusando de su poder, puedes reportarla a INDECOPI para que investigue la situación.

Recuerda que tienes derecho a adquirir y utilizar textos escolares de segundo uso para consulta o estudio.

Fuentes:

* Código de Protección y Defensa del Consumidor (Ley N° 29571)",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.26,3
e5-large,intfloat/multilingual-e5-large,1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?," La queja se refiere a un malestar o descontento que puedes tener con la atención recibida por parte del proveedor, pero que no se relaciona directamente con el producto o servicio adquirido. Por ejemplo, si el personal de seguridad de un establecimiento comercial es descortés o los servicios higiénicos están sucios, se debe presentar una queja. Por otro lado, el reclamo está directamente relacionado con una falla o desconformidad del producto o servicio. Por ejemplo, si compraste un televisor que no enciende, interpones un reclamo. El Libro de Reclamaciones es donde puedes presentar estos problemas, y la empresa debe darle una respuesta formal a los reclamos.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,4.34,3
e5-large,intfloat/multilingual-e5-large,2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?," Para presentar un reclamo por problemas en tu servicio de telefonía móvil debes hacer lo siguiente:

1. Contacta a tu operador directamente mediante el canal telefónico o página web que ofrece para los reclamos.
2. Sigue las instrucciones que te brindan en relación con cómo llenar el formulario de reclamo.
3. Adjunta cualquier documento que tengas que evidencie tu problema, como una constancia de medición de velocidad del servicio de Internet si tu problema está relacionado con la navegación lenta en internet móvil.
4. Espera a que el operador revise tu reclamo y te comunique los resultados en el plazo máximo de 10 días hábiles después de haber notificado la resolución.
5. Si tu reclamo es favorable, el operador debe realizar pruebas de operatividad para solucionar tus inconvenientes en el plazo indicado.

Si quieres apelar o presentar una queja sobre la respuesta del operador, debes seguir los pasos especificados en el artículo 54 del Código de Protección y Defensa del Consumidor para la presentación de reclamos, apelaciones y quejas del servicio público móvil.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,2.89,3
e5-large,intfloat/multilingual-e5-large,3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?," Una queja es un malestar o descontento que expresas por la atención recibida, pero no se relaciona directamente con el producto o servicio adquirido. Por ejemplo, si un personal de seguridad es descortés o los servicios higiénicos están sucios. Una reclamación está vinculada directamente a una falla o disconformidad con el producto o servicio que compraste, y debe presentarse a través del Libro de Reclamaciones del proveedor (físico o virtual). Por último, la denuncia es el mecanismo formal mediante el cual solicitas la intervención de INDECOPI cuando el proveedor no resolvió el reclamo o cometió una infracción al Código de Protección y Defensa del Consumidor. En caso de un reclamo por cobros excesivos o incumplimiento de condiciones de servicio, como agua potable, Sunass será el organismo competente para conocerlos en lugar de INDECOPI.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Guía del usuario de la Línea 1 del Metro de Lima y Callao | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.19,3
e5-large,intfloat/multilingual-e5-large,4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?," El contrato de compraventa de un departamento que te brinde la inmobiliaria debe contener al menos la siguiente información:

* Identificación de las partes contratantes (te y la inmobiliaria) y sus domicilios legales.
* Identificación del departamento (su ubicación, medidas, etc.).
* Precio de venta del departamento, forma de pago y plazo en que se realizará.
* Plazo, fecha y condiciones expresas sobre la entrega del departamento.
* Penalidades por incumplimiento de obligaciones, si existen, especificando los montos y supuestos de aplicación.
* Mecanismos para la solución de controversias.
* La obligación de la inmobiliaria de firmar todos los documentos necesarios para perfeccionar la transferencia del departamento.

Además, si el precio o parte del precio del departamento es financiado por la inmobiliaria, debe incluirse una hoja resumen que contenga información sobre intereses, tasas de interés y cláusulas penales, número y periodicidad de cuotas, beneficios otorgados, garantías y avales, derecho de efectuar pago anticipado o prepago de los saldos, etc. Esta hoja resumen debe ser suscrita por ti y la inmobiliaria en señal de conformidad.","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,3.17,3
e5-large,intfloat/multilingual-e5-large,5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?"," Sí, tienes derecho a pagar por adelantado los préstamos que tengas con un banco. En la ley del sistema de crédito Mi Vivienda se especifica que el cliente puede pagar anticipadamente sus cuotas, lo cual te permitirá evitar intereses. Sin embargo, debes tener en cuenta que si estás recibiendo un bono de buen pagador y no cumples con los requisitos exigidos para su reconocimiento, podrías perderlo al pagar por adelantado las cuotas.","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,1.56,3
e5-large,intfloat/multilingual-e5-large,6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?," Sí puedes pedir una reparación por los daños sufridos, pero NO puedes solicitar una indemnización. Para ello, debes seguir estos pasos:

1. Completa el Libro de Reclamaciones en el establecimiento comercial donde compraste el producto o servicio y agrega todos los detalles pertinentes sobre lo sucedido.
2. El comercio tiene la obligación de dar respuesta a tu reclamo en el plazo establecido por la ley y de remitir la documentación correspondiente al Libro de Reclamaciones cuando te lo solicites.
3. Si los daños no son atendidos, puedes presentar una denuncia ante INDECOPI, que puede imponer medidas correctivas reparadoras tales como devolver dinero, reemplazar el producto o cubrir gastos médicos.
4. Sin embargo, para solicitar una indemnización por daños y perjuicios debes recurrir a un proceso civil judicial separado ante el Poder Judicial. La responsabilidad civil del proveedor que ocasione daños se resuelve en la vía jurisdiccional correspondiente.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Código de Protección y Defensa del Consumidor | Resolución Final N° 016-2022/CPC-INDECOPI-PUN | Decreto Supremo N° 011-2011-PCM,2.6,3
e5-large,intfloat/multilingual-e5-large,7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?," Sí, si tu prenda de ropa presenta roturas o mala calidad, puedes pedirle a la tienda que te la cambien. Esto se basa en el artículo 97 del Código de Protección y Defensa del Consumidor, según el cual los consumidores tienen derecho a reparación o reposición de un producto cuando este no sea apto para su uso debido a deficiencias de fabricación, elaboración, estructura, calidad o condiciones sanitarias, entre otros motivos. Si la tienda se niega a cambiarla, puedes presentar una queja ante INDECOPI, la institución peruana encargada de proteger los derechos del consumidor.

Fuentes:
- Ley N° 29571: Código de Protección y Defensa del Consumidor (Artículos 97)","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.12,3
e5-large,intfloat/multilingual-e5-large,8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?," No, el banco no puede cobrar comisiones o conceptos a tu tarjeta de crédito sin avisarte previamente. La empresa emisora debe informarte sobre los costos que generen la tarjeta y su uso mediante un Tarifario, como se menciona en el contexto legal proporcionado. Si algún cobro no estuviera incluido en tu Tarifario, el banco no podría aplicárselo sin antes informarte.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Cartilla informativa sobre Tarjetas de Crédito | Cartilla informativa sobre Tarjetas de Crédito | Resolución SBS N° 3274-2017,1.19,3
e5-large,intfloat/multilingual-e5-large,9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?," Sí, eso es cierto. Una empresa o negocio digital en Perú debe contar con un libro de reclamaciones según lo estipulado por la ley. Este libro puede ser físico o virtual, y debe estar a disposición del consumidor en caso que solicite su acceso.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,0.83,3
