embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados,prefiltrado
e5-large,intfloat/multilingual-e5-large,11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?," No, no puedes ser obligado a pagar una propina o un adicional al precio de la carta en un restaurante. De acuerdo con el Código de Protección y Defensa del Consumidor (Ley N° 29571), los proveedores no pueden imponer recargos adicionales al precio fijado sin que sean distintos o adicionales servicios como transporte, instalación, etc. Además, si el restaurante exhibe precios para sus productos y servicios, debe indicar en forma destacada el precio total, incluyendo tributos, comisiones y cargos aplicables (Artículo 4.1). El consumidor debe ser informado previa y oportunamente sobre cualquier recargo adicional (Artículo 4.2).

Para mayor detalle, puedes revisar las siguientes resoluciones de la Sala del Consumidor de INDECOPI: Resolución N.° 0272-2019/SPC-INDECOPI, Resolución N.° 0360-2018/SPC-INDECOPI, Resolución N.° 1738-2018/SPC-INDECOPI y Resolución N.° 1565-2021/SPC-INDECOPI.

Fuente: Código de Protección y Defensa del Consumidor (Ley N° 29571) - Artículos 4 y 7; Resoluciones de la Sala del Consumidor de INDECOPI.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022,3.37,3,True
e5-large,intfloat/multilingual-e5-large,12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?," Los colegios no pueden obligarte a comprar libros de texto nuevos para tus hijos. De acuerdo con la Ley N° 29694 sobre protección al consumidor en la adquisición de textos escolares, las instituciones educativas públicas y privadas no pueden obligar a los alumnos o a los padres de familia a adquirir textos escolares nuevos o diseñados para un solo uso. Tú tienes el derecho de adquirir y utilizar textos de segundo uso como fuente de consulta o material de estudio y de trabajo.",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,1.43,3,True
bge-m3,BAAI/bge-m3,1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,"Claro, te explico:

- **Reclamo**: Es cuando tienes un problema específico con un producto o servicio que compraste. Por ejemplo, si una lavadora que recién compraste no funciona correctamente.
  
- **Queja**: Esto es más sobre cómo te trataron en la tienda o empresa, algo relacionado con el servicio al cliente. Por ejemplo, si los empleados fueron mal educados contigo.

Ambos son formas de decirle a una compañía cuándo estás insatisfecho, pero se usan para diferentes tipos de problemas.

Espero que esto te ayude a entender mejor cómo usar el Libro de Reclamaciones.","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Decreto Supremo N° 011-2011-PCM | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,40.18,3,True
bge-m3,BAAI/bge-m3,2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,"Si tienes un problema con tu servicio de telefonía móvil, primero debes presentar el reclamo a la empresa operadora del servicio. Aquí te explico cómo hacerlo:

1. **Identifica el problema**: Piensa bien qué es lo que no funciona correctamente o qué te está molestando.

2. **Contacta a la compañía**: Llama al número de atención al cliente de tu operador móvil y explica el problema. Si prefieres, también puedes usar su página web para presentar un reclamo en línea siguiendo los pasos del formulario que mencioné antes.

3. **Completa el formulario**: Ingresa toda la información necesaria como tus datos personales, descripción detallada del problema y cualquier otro dato relevante acerca del servicio (empresa operadora, número de teléfono, etc.).

4. **Espera respuesta**: La empresa debe darte una respuesta dentro de los 20 días hábiles después de que presentas el reclamo.

5. **Sigue las instrucciones**: Si la compañía te pide más información o necesitas hacer algo adicional para resolver tu problema, asegúrate de seguir sus indicaciones a fondo.

Si no estás satisfecho con la respuesta de la empresa operadora o si no responde en el plazo establecido, puedes apelar a INDECOPI (Instituto Nacional de Defensa de las Competencias y del Consumidor), que es la entidad encargada de proteger los derechos del consumidor en Perú.

Fuentes: Datos proporcionados en el contexto.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Guía de las condiciones de uso de los servicios públicos de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,58.69,3,True
bge-m3,BAAI/bge-m3,3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,"Una denuncia y una reclamación son dos cosas distintas pero relacionadas con la protección al consumidor. Aquí te explico las diferencias:

1. **Reclamación**: Es cuando un cliente no está contento con algún servicio o producto que recibió, por ejemplo, si te trataron mal en una tienda o si algo que compraste llegó dañado. Puedes hacer una reclamación a la empresa directamente para resolver el problema. Si la empresa no resuelve tu problema, puedes presentar un reclamo ante INDECOPI.

2. **Denuncia**: Se usa cuando crees que hay algo ilegal o que afecta los derechos de otros consumidores. Por ejemplo, si una tienda tiene cláusulas en sus contratos que son injustas para todos los clientes, puedes denunciar esto a INDECOPI para que investiguen y actúen.

En resumen, la reclamación es por problemas personales con un servicio o producto, mientras que la denuncia es sobre situaciones más generales que afectan a otros consumidores también.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 007-2020-PCM,47.64,3,True
bge-m3,BAAI/bge-m3,4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,"Según lo que dice la ley, tu contrato de compraventa de un departamento debe incluir toda esta información básica:

1. **Datos de las personas involucradas**: Quiénes son tú (el comprador) y el vendedor, junto con sus direcciones.
2. **Detalles del departamento**: Donde está ubicado, qué tan grande es, cuáles son sus características especiales.
3. **Precio a pagar**: Cuánto costará todo.
4. **Cómo vas a pagar**: En cuotas o de una sola vez y cuándo te esperan los pagos.
5. **Cuándo recibirás el departamento**: Fecha exacta en que tendrás tu llave, junto con qué pasa si no pueden entregártelo en esa fecha.
6. **Responsabilidades del vendedor**: Asegura que firmará todos los documentos necesarios para darte la propiedad y transferirla a tu nombre.
7. **Formas de resolver problemas**: Si ocurre algún conflicto, cómo se va a solucionar.

Además, cuando firmes el contrato, recibirás información adicional si es un departamento nuevo (que aún no está construido) o uno que ya está terminado:

- Para departamentos nuevos: Planos del edificio, permisos de la municipalidad y detalles sobre cómo será construido.
- Para departamentos listos para usar: Copias de los documentos oficiales que registran el departamento, así como planos de las instalaciones.

Es importante revisar todo esto cuidadosamente antes de firmar. Si no estás seguro o tienes dudas, es bueno consultar con un abogado.

Fuente: Artículo 78 del Código de Protección y Defensa del Consumidor (Ley N° 29571).","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Código de Protección y Defensa del Consumidor | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,85.67,3,True
bge-m3,BAAI/bge-m3,5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?","Sí, tienes ese derecho según la ley. Si tienes un préstamo o una tarjeta de crédito, puedes pagar más de lo que debes cada mes sin que te apliquen multas u otros cargos extras por hacerlo. Esto ayuda a reducir los intereses pagados y acortar el tiempo del préstamo.

Lo único que no puedes hacer es establecer una fecha específica dentro del mes para hacer este pago adelantado, ya que eso podría ser considerado como un impedimento al derecho de pagar por adelantado.

Si algún banco o entidad financiera te cobra una comisión por pagar antes de lo acordado en el contrato, deberías poner atención porque eso está prohibido. Si crees que tus derechos han sido violados, puedes denunciarlo a INDECOPI para que investiguen y te ayuden.

Fuente: Artículo 86 del Código de Protección y Defensa del Consumidor, Ley N° 29571.","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,31.53,3,True
bge-m3,BAAI/bge-m3,6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,"Tanto el Libro de Reclamaciones como INDECOPI pueden ayudarte a resolver problemas con los proveedores, pero no te otorgarán una indemnización directamente.

1. **Libro de Reclamaciones**: Puedes usar este libro para quejarte sobre un problema específico y pedir reparación. El establecimiento comercial debe responder en el plazo estipulado por la ley. Si no obtienes una solución satisfactoria, puedes presentar tu caso ante INDECOPI.

2. **INDECOPI**: Este organismo puede ordenar al proveedor que corrija sus errores y te ofrezca reparación a través de medidas correctivas. Por ejemplo, pueden hacer que el proveedor te reembolse o cambie un producto defectuoso. Sin embargo, INDECOPI no tiene la facultad legal para otorgarte una indemnización por daños y perjuicios directamente.

Para obtener una indemnización por daños y perjuicios, necesitarás presentar una demanda en un tribunal civil separado luego de agotar las vías administrativas ante INDECOPI. Esto generalmente requiere el asesoramiento de un abogado para preparar la denuncia judicial.

No tengo información suficiente en mi base de datos para responder esto con certeza sobre cómo pedir una indemnización específica sin recurrir a tribunales civiles.

Fuentes: Código de Protección y Defensa del Consumidor, Ley N° 29571; Reglamento del Libro de Reclamaciones.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Decreto Supremo N° 011-2011-PCM | Código de Protección y Defensa del Consumidor | Resolución Final N° 016-2022/CPC-INDECOPI-PUN,56.95,3,True
bge-m3,BAAI/bge-m3,7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,"No pueden negarte el cambio si tuviste un problema con la prenda. Si encuentras roturas o problemas de calidad que no deberían estar ahí, puedes llevártela a devolverla o cambiarla. El comerciante tiene que arreglarlo o darte otra prenda sin costo extra dentro de los 30 días desde que te la entregaron.

Pasos prácticos:
1. Guarda la etiqueta y el recibo.
2. Muestra la prenda al vendedor con las irregularidades evidentes.
3. Pídeles cambiarla o devolverte tu dinero, sin costo adicional.

Recuerda que debes hacer esto dentro de los 30 días desde que compraste la prenda para que te aplique esta ley.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,35.53,3,True
bge-m3,BAAI/bge-m3,8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,"No, el banco no puede cobrarte nuevas comisiones o cargos a tu tarjeta de crédito sin avisarte primero. Antes de cobrar cualquier nueva comisión, el banco debe notificarte con anticipación sobre los detalles del cargo y cuánto te costará.

Si sientes que estás siendo cobrado sin aviso previo, puedes:

1. **Revisar tu estado de cuenta** para entender bien por qué motivo está cobrando algo extra.
2. **Contacta al banco** directamente a través del servicio al cliente o de otra manera que sea conveniente para ti (llamada telefónica, chat en línea, correo electrónico).
3. **Pregunta específicamente** sobre la nueva comisión y por qué te están cobrando este nuevo cargo.
4. Si el banco no responde satisfactoriamente a tus inquietudes, puedes presentar una queja ante INDECOPI (Instituto Nacional de Defensa del Consumidor).

Si necesitas más ayuda o tu problema persiste después de hablar con el banco, considera también consultar a un abogado especializado en derechos del consumidor.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Cartilla informativa sobre Tarjetas de Crédito,38.99,3,True
bge-m3,BAAI/bge-m3,9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital sí debe tener un Libro de Reclamaciones. Puede ser en forma física o virtual, según lo indica la Ley N° 29571 (Código de Protección y Defensa del Consumidor). Si el reclamo es sobre algo que compraste en línea, puedes ingresar tu queja en el libro de reclamaciones virtual que debe estar disponible en su plataforma web. El negocio tiene la obligación de ayudarte a registrar tu reclamo correctamente.

Si necesitas presentar un reclamo, debes pedir al negocio acceso al Libro de Reclamaciones y guíalo para ingresar tus datos de manera correcta si es necesario. Si no te dan acceso o ayuda, puedes poner una queja formalmente en el libro disponible o contactar a INDECOPI para reportarlo.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,26.43,3,True
bge-m3,BAAI/bge-m3,10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, no pueden aumentar el precio una vez que se te ha mostrado en la tienda o página web. Si ves un precio específico en estos lugares, ese debe ser el precio final, incluyendo todos los impuestos y cargos necesarios.

Si quieres comprar algo con tarjeta de crédito y el precio es diferente, la tienda tiene que avisarte claramente antes del pago cuál será el costo total usando esa forma de pago. Si no te avisan adecuadamente o si hubiera algún recargo adicional sin tu consentimiento previo, estás en tu derecho de negarte a pagar más.

Si crees que te han cobrado de manera incorrecta, puedes presentar una denuncia ante INDECOPI para que investiguen el caso.","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,30.12,3,True
bge-m3,BAAI/bge-m3,11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"No te pueden cobrar montos adicionales en el precio final que no estén relacionados con servicios extra que hayas aceptado antes. Esto incluye propinas obligatorias o recargos extra si no te informaron antes sobre ellos y no los aceptaste expresamente. Si ves un cargo adicional sin justificación, puedes protestar ante la empresa y presentar una queja a INDECOPI.

Para resolver el problema paso a paso:

1. **Rechaza el cobro**: Antes de pagar, dile al encargado o gerente del restaurante que no estás de acuerdo con el cargo adicional.
2. **Documenta la situación**: Anota todos los detalles relevantes y guarda las facturas o recibos si te llegas a cobrar algo extra sin tu consentimiento previo.
3. **Presenta una queja formal**: Si el problema persiste, puedes presentar una denuncia en línea en el sitio web de INDECOPI o acercarte personalmente a sus oficinas más cercanas.

Recuerda que los establecimientos tienen la obligación legal de informarte sobre cualquier cargo adicional antes de aceptarlo. Si te cobran algo extra sin tu consentimiento previo, estás en tu derecho de reclamarlo.

Fuente: Artículo 4 del Código de Protección y Defensa del Consumidor (Ley N° 29571)","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,64.54,3,True
