id_pregunta,categoria,modelo,pregunta,score_gemini,clasificacion_gemini,conceptos_encontrados,conceptos_faltantes,alucinaciones,justificacion_gemini,tiempo_segundos,num_docs_recuperados
11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,No pueden obligar a pagar propina o un adicional | La propina es únicamente voluntaria | Cualquier recargo o pago adicional debe figurar y ser informado de forma íntegra y adecuada antes del consumo,,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia de manera precisa, explicando que la propina es voluntaria y que cualquier cargo adicional debe ser informado previamente. Además, ofrece información útil y correcta sobre cómo proceder (INDECOPI).",3.08,3
12,educacion,qwen2.5:14b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,colegio no puede obligar a comprar libros nuevos | derecho a comprar libros usados/reutilizables | referencia a la Ley N° 29571 (Código de Protección y Defensa del Consumidor) | referencia a la Ley N° 29694 | mecanismos de queja ante INDECOPI,,mención de un 'artículo que mencionas en tu consulta' que no fue proporcionado | mención de un 'artículo del contexto proporcionado' que no existió,"La respuesta del chatbot es correcta y exhaustiva, cubriendo los conceptos clave de la referencia y añadiendo información muy útil sobre las leyes pertinentes y los pasos a seguir ante INDECOPI. Las alucinaciones son menores y no afectan la veracidad o utilidad de la respuesta principal.",4.01,3
1,libro_reclamaciones,llama3.1:8b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,"Diferencia entre queja (malestar con la atención/trato) y reclamo (problema con el producto/servicio) | Ejemplos claros para queja (personal descortés, servicio higiénico sucio) | Ejemplos claros para reclamo (televisor que no enciende)",,,"El chatbot define y diferencia correctamente una queja de un reclamo, utilizando ejemplos pertinentes que coinciden con la información de la referencia. Además, añade información relevante y correcta sobre el procedimiento sin cometer errores.",6.88,3
2,telecomunicaciones,llama3.1:8b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,"Reclamar a la empresa prestadora del servicio | Canales para presentar el reclamo (web, teléfono)",Interponer denuncia ante INDECOPI (como segundo paso si el reclamo inicial no es satisfactorio),Plazo de 10 días hábiles para que el operador realice pruebas de operatividad después de que el reclamo sale a favor,"La respuesta del chatbot acierta en el primer paso, que es reclamar al operador y menciona los canales, pero omite por completo la información crucial sobre INDECOPI como siguiente instancia. Además, introduce un plazo específico para pruebas de operatividad que no es general y cuya exactitud para la pregunta es dudosa.",2.48,3
3,indecopi,llama3.1:8b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,Diferencia entre reclamo y denuncia | Reclamo/Queja como disconformidad del consumidor | Uso del Libro de Reclamaciones para reclamo | Denuncia como solicitud a INDECOPI para sancionar | Vulneración de derechos como motivo de denuncia | Orden: reclamo antes de denuncia,,,"La respuesta del chatbot explica correctamente la diferencia entre reclamo, queja y denuncia, cubriendo todos los puntos clave de la respuesta de referencia. Además, añade información precisa y relevante sobre el proceso y el rol de INDECOPI, lo que la hace aún más completa y útil.",3.59,3
4,inmobiliario,llama3.1:8b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,"Identificación de las partes | Descripción del inmueble (ubicación, características, medidas) | Precio de venta y forma de pago | Penalidades (detalladas si hay financiamiento y no cobro por prepago)",Forma de resolver controversias | Los datos del contrato deben coincidir con las ofertas y publicidad previas,,"La respuesta del chatbot cubre correctamente varios puntos esenciales como la descripción del inmueble, el precio, las formas de pago y las penalidades. Sin embargo, omite dos aspectos importantes de la respuesta de referencia: la forma de resolver controversias y la crucial coincidencia de los términos contractuales con las ofertas y publicidad previas.",2.93,3
5,servicios_financieros,llama3.1:8b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",0,incorrecto,Derecho a pagar por adelantado los créditos/deudas,Que el consumidor tiene derecho a hacerlo libremente | Que el banco no puede negarse a recibir el pago,"La instrucción de verificar el derecho de pago anticipado en el contrato de préstamo (el derecho es legal y no contractual). | La afirmación de que el pago adelantado puede afectar el 'bono de buen pagador' (generalmente, el prepago no afecta negativamente, e incluso puede ser positivo, para el historial crediticio).","Aunque el chatbot afirma el derecho a pagar por adelantado, su respuesta es incorrecta al indicar que el derecho debe verificarse en el contrato, lo cual contradice la naturaleza de un derecho del consumidor por ley. Además, omite la información crucial de que el banco no puede negarse y añade una alucinación sobre el 'bono de buen pagador', lo que podría confundir al usuario y disuadirlo de ejercer su derecho.",3.27,3
6,indecopi,llama3.1:8b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No se puede pedir indemnización por daños mediante el Libro de Reclamaciones o INDECOPI | La indemnización por daños requiere un proceso judicial separado | La competencia para indemnizaciones es del Poder Judicial | INDECOPI no puede ordenar indemnizaciones civiles,,,"La respuesta del chatbot aborda correctamente la pregunta principal, indicando que no se puede obtener indemnización por daños a través del Libro de Reclamaciones o INDECOPI, y que la vía correcta es un proceso judicial ante el Poder Judicial, coincidiendo con todos los puntos clave de la respuesta de referencia.",3.34,3
7,productos_defectuosos,llama3.1:8b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,1,parcial,"Derecho a reclamar por defectos (roturas o mala calidad) | Opciones de solución (reparación, reposición o devolución del dinero) | Proceso de comunicación con el proveedor | Escalamiento a INDECOPI",Respuesta directa 'No' a la posibilidad de negarse | La obligación explícita del proveedor de restituir,,"La respuesta del chatbot es parcial porque, aunque ofrece información correcta sobre los derechos del consumidor y los pasos a seguir, no responde directamente con un 'No' a la pregunta de si pueden negarse, lo cual es fundamental para una pregunta de sí/no. La mención del Artículo 97, si bien existe, no es la más precisa para fundamentar el derecho general a reclamar por defectos.",2.51,3
8,servicios_financieros,llama3.1:8b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,1,parcial,Necesidad de información previa y autorización para cobros | Derecho del consumidor a reclamar ante el banco | Posibilidad de recurrir a INDECOPI,Respuesta directa 'No' | Declaración explícita de que está 'prohibido' cobrar sin avisar,,"El chatbot implica correctamente la necesidad de información previa para los cobros, pero no responde directamente con un 'No' ni menciona explícitamente que está 'prohibido' cobrar sin avisar, centrándose más en las acciones que el consumidor puede tomar.",2.67,3
9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,"Sí, una empresa o negocio digital debe tener un libro de reclamaciones | el libro de reclamaciones es virtual para negocios digitales | basado en el Artículo 150 del Código de Protección y Defensa del Consumidor",Todos los negocios (físicos o virtuales) deben contar con un libro de reclamaciones | el libro de reclamaciones virtual tiene las mismas características que uno físico,,"La respuesta del chatbot es correcta al afirmar la obligatoriedad y el tipo virtual del libro para negocios digitales, citando la ley adecuada. Sin embargo, omite la mención de la referencia sobre la aplicabilidad general a todos los negocios y la equivalencia de características entre el libro virtual y el físico, lo que la hace parcialmente completa.",2.41,3
10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,"Prohibición de cobrar más del precio exhibido | Obligación de indicar el precio total/final (incluyendo tributos, comisiones, cargos) | Obligación de informar previamente sobre recargos adicionales (ej. transporte, instalación) | Necesidad de aceptación expresa del consumidor para recargos adicionales",,,"El chatbot responde correctamente 'No', cubre todos los conceptos clave de la respuesta de referencia y amplía la información con detalles relevantes sobre la indicación del precio total y la necesidad de consentimiento expreso para recargos, lo cual es preciso y útil.",2.16,3
11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,1,parcial,No te pueden obligar a pagar recargos adicionales no informados | Cualquier recargo adicional debe ser informado de forma íntegra y adecuada antes del consumo | Puedes denunciar a INDECOPI,La propina es únicamente voluntaria,"La interpretación de que la propina puede ser considerada un 'servicio adicional' que puede ser cobrado si se informa y acepta, lo cual contradice su naturaleza únicamente voluntaria.","El chatbot acierta al indicar que no se puede obligar al pago de adicionales y que estos deben ser informados previamente. Sin embargo, comete una imprecisión significativa al considerar la propina como un 'servicio adicional' que puede ser cobrado si es informado y aceptado, cuando la propina es por ley únicamente voluntaria.",3.04,3
12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,1,parcial,Prohibición de exigir la compra de libros nuevos | Permiso para usar libros reutilizados/de segunda mano | Posibilidad de reportar la infracción a INDECOPI (implica sanción),,"Cita el 'artículo 2.1 del contexto legal' como fundamento para la prohibición de exigir libros nuevos, cuando la norma específica es el artículo 73 de la Ley N° 29571.","La respuesta del chatbot es mayormente correcta y cubre los conceptos clave de la referencia, pero contiene una imprecisión menor al citar el artículo 2.1 en lugar del artículo 73 de la Ley N° 29571 para la prohibición específica, lo que la clasifica como parcial.",2.26,3
1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Definición de queja (relacionado con el servicio al cliente y trato) | Definición de reclamo (relacionado con el producto o servicio en sí),,,"La respuesta del chatbot explica claramente la diferencia entre queja y reclamo, alineándose perfectamente con las definiciones y ejemplos de la respuesta de referencia. No presenta información incorrecta ni alucinaciones.",4.34,3
2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,1,parcial,Reclamar primero a la empresa prestadora del servicio | La empresa debe brindar medios o canales para el reclamo,Interponer una denuncia ante INDECOPI si no se satisfacen los derechos,"El plazo de '10 días hábiles después de haber notificado la resolución' para la comunicación de resultados es confuso y probablemente incorrecto, ya que el plazo general de respuesta del operador es de 15 días hábiles.","La respuesta del chatbot acierta en el primer paso de contactar al operador y sus canales, pero omite la indicación explícita de recurrir a INDECOPI para una denuncia si el problema persiste, y presenta un plazo de comunicación de resultados confuso o inexacto.",2.89,3
3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?,2,correcto,Definición de reclamo/queja (disconformidad con empresa/proveedor) | Uso del Libro de Reclamaciones para reclamo/queja | Definición de denuncia (solicitud de sanción a INDECOPI) | Rol de INDECOPI en la denuncia | Secuencia temporal (reclamo antes de denuncia o denuncia por reclamo no resuelto),,,"La respuesta del chatbot define correctamente el reclamo y la denuncia, sus finalidades y la autoridad competente. Aunque detalla una distinción entre queja y reclamación no explícita en la referencia, esta es una diferenciación válida en la práctica peruana y no es incorrecta, además de implicar la secuencia temporal adecuada y añadir información sectorial relevante sin errores.",2.19,3
4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,Datos y condiciones de la venta | Área del inmueble | Precio exacto | Forma y plazos de pago | Penalidades | Forma de resolver controversias,Coincidencia de los datos del contrato con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas,,"La respuesta del chatbot es muy detallada y correcta en los puntos que menciona, incluso ampliando la información de la referencia. Sin embargo, omite el principio clave de que los datos del contrato deben coincidir con las ofertas y la publicidad previa, un aspecto importante de los derechos del consumidor.",3.17,3
5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,derecho a pagar por adelantado los préstamos | evitar intereses,el banco no puede negarse a recibir el pago | el derecho es libre,"La respuesta sugiere que la 'ley del sistema de crédito Mi Vivienda' es la base general que especifica el derecho a pagar anticipadamente, cuando este es un derecho más amplio para todos los créditos de consumo y no exclusivo de dicha ley.","El chatbot acierta en la respuesta principal y el beneficio de evitar intereses. Sin embargo, omite la información clave de que el banco no puede negarse a recibir el pago anticipado, y menciona una ley específica (Mi Vivienda) como la fuente general del derecho, lo cual es una precisión incorrecta para un derecho general.",1.56,3
6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,0,incorrecto,No se puede solicitar indemnización por daños y perjuicios a través de INDECOPI o Libro de Reclamaciones | La indemnización por daños y perjuicios debe interponerse ante el Poder Judicial,No se puede solicitar reparación por daños sufridos a través de INDECOPI o Libro de Reclamaciones,INDECOPI puede imponer medidas correctivas reparadoras para cubrir gastos médicos por daños sufridos,"El chatbot contradice directamente la respuesta de referencia al afirmar 'Sí puedes pedir una reparación por los daños sufridos' a través de INDECOPI, cuando la respuesta correcta indica que no se puede exigir indemnización ni reparación por daños sufridos por esas vías. Además, menciona incorrectamente que INDECOPI puede cubrir gastos médicos como medida reparadora.",2.6,3
7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,0,incorrecto,Derecho a pedir el cambio de la prenda | Prenda con roturas o mala calidad (producto no apto para su uso) | Base legal (Artículo 97 del Código de Protección y Defensa del Consumidor) | Posibilidad de presentar queja ante INDECOPI,La tienda no puede negarse al cambio (el 'No' inicial a la pregunta),,"La respuesta del chatbot inicia con un 'Sí' a la pregunta '¿Pueden negarse a cambiarme...?', lo cual contradice directamente el 'No' de la respuesta de referencia, que es la contestación correcta a esa formulación. Esto activa la penalización de 0 puntos por responder lo opuesto a una pregunta de sí/no.",2.12,3
8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,2,correcto,No se pueden cobrar comisiones o conceptos sin aviso previo | La empresa emisora debe informar sobre los costos | La información debe ser mediante un Tarifario,,,"La respuesta del chatbot es completamente correcta y concuerda con la referencia. Aclara que no se pueden realizar cobros sin previo aviso y menciona el Tarifario como mecanismo de información, lo cual es preciso en el contexto peruano.",1.19,3
9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,Negocios digitales deben contar con un libro de reclamaciones,"El libro de reclamaciones para negocios digitales es virtual | El libro de reclamaciones virtual tiene las mismas características que un libro físico | La obligación aplica a todos los negocios, sean con tienda física o virtual","La afirmación de que el libro de reclamaciones de un negocio digital 'puede ser físico o virtual' es incorrecta; para un negocio digital, el libro es virtual, no físico.","La respuesta del chatbot es correcta al afirmar que los negocios digitales necesitan un libro de reclamaciones, pero es imprecisa al indicar que este 'puede ser físico o virtual', ya que para un negocio digital, el libro debe ser virtual. También omite que el libro virtual tiene las mismas características que el físico y la generalidad de la aplicación.",0.83,3
10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,Prohibición de subir o cobrar más del precio exhibido | Aplicabilidad a tienda física o página web | Obligación de mostrar el precio final | Necesidad de avisar claramente sobre recargos o pagos adicionales,,,"El chatbot responde correctamente 'No', cubre todos los conceptos clave de la respuesta de referencia y los amplía con citas legales precisas y relevantes del Código de Protección y Defensa del Consumidor peruano, sin incurrir en errores o alucinaciones.",2.13,3
11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,propina es voluntaria | no pueden obligar a pagar adicional | recargo/adicional debe ser informado | informado de forma previa/adecuada/oportuna | informado antes del consumo,,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia, afirmando correctamente que la propina es voluntaria y que cualquier recargo debe ser informado de forma previa y adecuada. Además, proporciona detalles adicionales correctos sobre la transparencia y la carga de la prueba.",1.6,3
12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,2,correcto,no se puede obligar a comprar libros nuevos | se pueden usar libros de segunda mano o reutilizados | existe una ley que protege al consumidor | posibilidad de denunciar la obligación a INDECOPI,,,"La respuesta del chatbot es precisa y cubre todos los puntos clave de la referencia, identificando la ley específica y la entidad a la que recurrir, sin incurrir en alucinaciones.",1.45,3
1,libro_reclamaciones,qwen2.5:14b,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?,2,correcto,Diferencia entre queja y reclamo | Queja (insatisfacción con atención o trato al cliente) | Reclamo (problema o deficiencia del producto/servicio),,,"La respuesta del chatbot explica correctamente la diferencia esencial entre queja y reclamo, alineándose perfectamente con la respuesta de referencia. Además, añade información procesal relevante y precisa para el contexto peruano sin introducir errores.",13.98,3
2,telecomunicaciones,qwen2.5:14b,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?,2,correcto,"Primer reclamo a la empresa prestadora del servicio | La empresa debe brindar medios o canales para el reclamo | Si no hay satisfacción, interponer denuncia/reclamo ante INDECOPI",,,"La respuesta del chatbot cubre todos los conceptos clave de la referencia, indicando correctamente a quién reclamar primero y la escalada a INDECOPI. Además, añade información útil y precisa sobre los pasos para el reclamo y el rol de INDECOPI sin contradicciones ni alucinaciones.",5.66,3
3,indecopi,qwen2.5:14b,¿Qué diferencia una denuncia de una reclamación?,2,correcto,"Reclamo: Disconformidad contra la empresa | Reclamo: Uso del Libro de Reclamaciones | Denuncia: Dirigida a INDECOPI | Denuncia: Para sancionar a la empresa | Orden: Primero reclamo, luego denuncia",,,"La respuesta del chatbot explica claramente la diferencia entre un reclamo y una denuncia, incluyendo el uso del Libro de Reclamaciones, la intervención de INDECOPI, el objetivo de sancionar a la empresa y el orden correcto de los procedimientos, coincidiendo con todos los puntos clave de la referencia.",3.87,3
4,inmobiliario,qwen2.5:14b,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?,1,parcial,área del inmueble | precio exacto | forma y plazos de pago | penalidades | forma de resolver controversias,coincidencia de los datos del contrato con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas,,"El chatbot cubre de manera exhaustiva casi todos los puntos indispensables sobre qué debe figurar en el contrato, incluso añadiendo detalles útiles. Sin embargo, omite la información clave de que los datos del contrato deben coincidir con las ofertas y publicidad previas, un aspecto crucial en la protección del consumidor.",6.97,3
5,servicios_financieros,qwen2.5:14b,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?",1,parcial,derecho a pagar por adelantado | sin penalización | reduce intereses | no comisiones adicionales | no fechas específicas | INDECOPI | Artículo 86 del Código de Protección y Defensa del Consumidor,el banco no puede negarse a recibir el pago,La instrucción de 'asegúrate de que el banco aplique ese pago primero a los intereses y luego al capital adeudado' es incorrecta y contradice el objetivo de reducir intereses futuros; el pago anticipado busca reducir el capital para ahorrar en intereses futuros.,"La respuesta del chatbot es mayormente correcta y proporciona información adicional valiosa y la fuente legal. Sin embargo, contiene una instrucción significativamente incorrecta sobre cómo se debe aplicar un pago anticipado (priorizando intereses sobre capital para reducir el principal), lo que la convierte en parcial.",4.98,3
6,indecopi,qwen2.5:14b,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?,2,correcto,No se puede solicitar indemnización por Libro de Reclamaciones o INDECOPI | La indemnización por daños y perjuicios debe gestionarse ante el Poder Judicial | Implica un proceso legal/judicial,,,"La respuesta del chatbot es completamente correcta, responde negativamente a la pregunta y explica claramente que la indemnización debe buscarse a través del Poder Judicial, lo cual coincide con la referencia. Además, añade información pertinente sin alucinaciones.",3.39,3
7,productos_defectuosos,qwen2.5:14b,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?,2,correcto,No pueden negarse a cambiar la prenda | Producto no cumple con la calidad o tiene defectos | Derecho a la reposición o reparación del producto | Menciona el Código de Protección y Defensa del Consumidor (Ley N° 29571),,,"La respuesta del chatbot es correcta, responde adecuadamente a la pregunta principal y cubre los conceptos clave de la referencia, incluso añadiendo información procesal y legalmente válida que enriquece la respuesta.",4.96,3
8,servicios_financieros,qwen2.5:14b,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?,0,incorrecto,Obligación del banco de informar sobre los costos | Mención de la Ley N° 29571 | Posibilidad de presentar queja ante INDECOPI,Respuesta directa 'No' a cobrar sin aviso | Prohibición de aumentar o cambiar comisiones y gastos sin información previa adecuada,,"El chatbot responde inicialmente 'Sí' a la pregunta sobre si el banco puede cobrar sin avisar, lo cual contradice directamente la respuesta de referencia 'No'. Aunque luego menciona la necesidad de información, la respuesta inicial es fundamentalmente opuesta a la correcta para la condición 'sin avisar', activando la penalización automática de 0.",3.45,3
9,libro_reclamaciones,qwen2.5:14b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,1,parcial,Negocios digitales deben tener un Libro de Reclamaciones | El Libro de Reclamaciones para negocios digitales puede ser virtual,Todos los negocios (físicos o virtuales) deben contar con un Libro de Reclamaciones | El Libro de Reclamaciones virtual tiene las mismas características que uno físico,,"La respuesta del chatbot es mayormente correcta, confirma el 'sí' y la necesidad de un libro virtual para negocios digitales. Sin embargo, omite la información clave de que todos los negocios deben tener uno y que el libro virtual tiene las mismas características que el físico.",3.53,3
10,precios,qwen2.5:14b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,2,correcto,Prohibición de aumento o sobreprecio del precio exhibido | El precio debe ser final e incluir todos los cargos | Aplica a precios mostrados | Necesidad de informar claramente sobre recargos o pagos adicionales,,,"La respuesta del chatbot es correcta al prohibir el cobro adicional y explicar que el precio exhibido debe ser el final e inclusivo. Adicionalmente, proporciona el fundamento legal y pasos útiles para el consumidor, sin desviaciones significativas de la referencia.",4.14,3
11,precios,qwen2.5:14b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,2,correcto,La propina es voluntaria | Los recargos adicionales deben figurar y ser informados antes del consumo,,,"La respuesta del chatbot es correcta al afirmar que no se puede obligar a pagar propina o adicionales. Cubre los conceptos clave sobre la voluntariedad de la propina y la necesidad de informar claramente cualquier cobro adicional antes del consumo, lo cual se transmite al decir que los precios deben ser los reales de la carta sin sorpresas.",5.19,3
